customer_id,bureau_agency,refresh_cycle,bureau_score,score_delta_vs_previous,total_tradelines,secured_tradelines,unsecured_tradelines,total_outstanding,recent_enquiries_3m,max_dpd_12m,number_of_defaults,credit_utilisation_pct,new_accounts_opened_3m,bureau_pull_date,load_date
2000113,Experian,H1-2024,617,-25.0,2,5,4,16163210.24,8,60,0,60.7,0,2024-06-21,2024-12-31
2000113,Equifax,H2-2024,658,16.0,13,6,7,19946009.11,0,30,0,37.99,2,2023-08-10,2024-12-31
2000114,CRIF Highmark,H1-2023,694,,11,3,1,19764272.56,0,0,0,63.94,0,2023-04-23,2024-12-31
2000114,Equifax,H2-2023,669,-25.0,1,8,2,15389211.31,4,1,1,41.96,0,2024-10-12,2024-12-31
2000114,Equifax,H1-2024,666,-28.0,2,6,3,7180267.32,5,0,0,93.78,2,2023-12-22,2024-12-31
2000114,Equifax,H2-2024,712,18.0,8,3,5,6889639.73,7,0,0,49.87,3,2023-03-21,2024-12-31
2000115,Experian,H1-2023,830,,5,4,7,9185765.02,8,0,0,76.91,0,2024-08-10,2024-12-31
2000115,Equifax,H2-2023,837,16.0,8,5,3,1246649.17,4,30,0,83.06,3,2023-10-05,2024-12-31
2000115,CIBIL TransUnion,H1-2024,844,23.0,4,1,4,19659281.35,3,90,0,15.09,3,2023-03-28,2024-12-31
2000115,Experian,H2-2024,853,32.0,9,2,7,12681424.26,3,0,0,4.52,3,2023-12-08,2024-12-31
2000116,CIBIL TransUnion,H1-2023,687,,13,7,4,13678805.8,1,0,0,30.8,2,2023-02-01,2024-12-31
2000116,CIBIL TransUnion,H2-2023,640,-28.0,11,5,5,15213874.07,3,0,0,48.28,0,2024-09-02,2024-12-31
2000116,Equifax,H1-2024,684,16.0,14,1,6,5334701.43,7,0,1,54.71,2,2023-09-18,2024-12-31
2000116,CRIF Highmark,H2-2024,653,-15.0,13,6,2,17237028.49,0,0,1,78.7,3,2023-09-25,2024-12-31
2000117,Equifax,H1-2023,817,,12,4,2,884636.57,4,90,1,86.38,0,2023-08-28,2024-12-31
2000117,Equifax,H2-2023,820,33.0,2,0,4,9812702.9,1,0,0,22.66,4,2024-01-03,2024-12-31
2000117,CRIF Highmark,H1-2024,827,40.0,3,6,2,4510248.84,2,0,2,8.85,2,2024-11-17,2024-12-31
2000117,CIBIL TransUnion,H2-2024,752,-35.0,8,4,7,2041216.37,6,0,0,98.15,2,2023-05-01,2024-12-31
2000118,Equifax,H1-2023,686,,1,8,1,13591649.49,6,0,0,79.8,1,2024-09-03,2024-12-31
2000118,CRIF Highmark,H2-2023,680,20.0,6,1,7,11502953.5,8,1,1,77.55,1,2024-01-07,2024-12-31
2000118,CRIF Highmark,H1-2024,638,-22.0,14,4,7,214079.02,4,30,0,9.07,3,2023-08-19,2024-12-31
2000118,CRIF Highmark,H2-2024,676,16.0,11,1,5,16044235.3,8,1,0,67.55,0,2024-02-05,2024-12-31
2000119,CIBIL TransUnion,H1-2023,496,,10,2,0,11945740.41,3,0,0,20.79,2,2023-11-17,2024-12-31
2000119,Experian,H2-2023,525,-11.0,13,5,7,18125639.79,8,60,0,74.33,1,2023-03-10,2024-12-31
2000119,Equifax,H1-2024,514,-22.0,13,4,6,16968833.77,4,0,0,11.09,3,2024-01-26,2024-12-31
2000119,Equifax,H2-2024,575,39.0,6,4,3,15154325.62,0,0,0,58.38,0,2024-12-07,2024-12-31
2000120,Equifax,H1-2023,478,,5,2,2,19527773.04,7,0,0,48.41,1,2024-08-28,2024-12-31
2000120,CIBIL TransUnion,H2-2023,495,14.0,2,7,1,16250507.05,3,1,0,55.37,4,2024-08-28,2024-12-31
2000120,CIBIL TransUnion,H1-2024,457,-24.0,7,6,2,14164525.69,2,1,1,85.21,2,2023-03-16,2024-12-31
2000120,Equifax,H2-2024,489,8.0,7,7,3,19059431.78,6,0,0,43.61,0,2024-01-26,2024-12-31
2000121,CIBIL TransUnion,H1-2023,796,,8,5,6,3715746.17,2,0,1,21.92,1,2023-03-09,2024-12-31
2000121,Equifax,H2-2023,793,-22.0,14,6,7,19594850.0,7,90,0,19.38,3,2024-08-12,2024-12-31
2000121,CIBIL TransUnion,H1-2024,843,28.0,13,0,4,14186851.03,3,0,0,37.33,2,2024-12-06,2024-12-31
2000121,CRIF Highmark,H2-2024,852,37.0,10,8,1,4203209.26,2,0,0,28.51,2,2023-10-08,2024-12-31
2000122,Experian,H1-2023,557,,10,0,3,3053543.32,3,0,0,22.25,4,2024-11-16,2024-12-31
2000122,Equifax,H2-2023,534,-39.0,2,5,5,15394120.17,2,0,0,78.77,1,2023-10-27,2024-12-31
2000122,Equifax,H1-2024,540,-33.0,14,6,6,7033941.61,4,60,1,65.59,1,2024-06-10,2024-12-31
2000122,Experian,H2-2024,555,-18.0,4,2,6,8315644.49,0,0,0,69.22,2,2023-06-12,2024-12-31
2000123,CIBIL TransUnion,H1-2023,646,,14,7,7,8248011.09,4,0,0,80.92,0,2023-07-16,2024-12-31
2000123,CRIF Highmark,H2-2023,627,3.0,12,6,0,11291184.61,4,60,0,54.38,2,2023-12-23,2024-12-31
2000123,CIBIL TransUnion,H1-2024,590,-34.0,5,7,6,17338687.35,6,0,0,94.87,4,2024-05-13,2024-12-31
2000123,CIBIL TransUnion,H2-2024,636,12.0,11,6,2,11379674.58,8,1,1,74.55,0,2024-07-31,2024-12-31
2000124,CIBIL TransUnion,H1-2023,509,,1,8,7,17239318.21,7,1,0,15.39,0,2023-12-24,2024-12-31
2000124,Equifax,H2-2023,541,10.0,9,8,6,11005900.95,2,0,0,27.95,0,2023-10-08,2024-12-31
2000124,CIBIL TransUnion,H1-2024,505,-26.0,11,3,6,4846416.72,7,0,0,82.26,0,2023-04-09,2024-12-31
2000124,Experian,H2-2024,557,26.0,6,7,4,19188589.77,7,0,1,48.15,0,2023-09-23,2024-12-31
2000125,CIBIL TransUnion,H1-2023,703,,14,6,5,11159758.26,0,0,1,31.93,3,2023-12-03,2024-12-31
2000125,Equifax,H2-2023,704,7.0,15,2,6,13907412.5,6,0,0,32.78,2,2024-04-13,2024-12-31
2000125,CIBIL TransUnion,H1-2024,658,-39.0,10,0,7,16501792.61,8,30,0,7.74,2,2024-11-15,2024-12-31
2000125,CIBIL TransUnion,H2-2024,683,-14.0,13,8,0,5053538.93,0,30,0,39.95,1,2024-11-19,2024-12-31
2000126,Equifax,H1-2023,414,,13,4,5,4434887.19,2,30,2,83.73,4,2023-09-22,2024-12-31
2000126,Equifax,H2-2023,345,-29.0,2,6,6,17432214.0,1,30,0,98.63,4,2024-03-16,2024-12-31
2000126,CIBIL TransUnion,H1-2024,358,-16.0,11,3,6,14749748.6,3,1,0,39.63,1,2023-04-19,2024-12-31
2000126,CRIF Highmark,H2-2024,411,37.0,7,4,0,3888764.02,3,0,0,44.13,2,2023-03-09,2024-12-31
2000127,Experian,H1-2023,437,,2,4,5,5736655.81,8,0,2,59.23,3,2024-11-29,2024-12-31
2000127,Equifax,H2-2023,446,5.0,3,0,6,3567859.83,7,0,0,26.94,0,2024-04-01,2024-12-31
2000127,CIBIL TransUnion,H1-2024,404,-37.0,11,0,1,15812449.24,8,60,1,46.17,2,2024-04-06,2024-12-31
2000127,CRIF Highmark,H2-2024,472,31.0,3,1,0,10583664.49,6,0,0,17.12,4,2024-02-24,2024-12-31
2000128,CRIF Highmark,H1-2023,502,,9,6,0,18654548.12,4,0,1,84.4,4,2024-08-24,2024-12-31
2000128,Equifax,H2-2023,549,23.0,14,7,0,8669652.66,8,0,0,50.15,3,2023-06-29,2024-12-31
2000128,Equifax,H1-2024,492,-34.0,4,7,1,15981617.82,5,0,0,95.97,4,2024-12-12,2024-12-31
2000128,Experian,H2-2024,556,30.0,7,5,2,14705506.71,5,0,0,72.05,4,2023-02-06,2024-12-31
2000129,Experian,H1-2023,430,,4,4,4,14368246.92,8,1,0,71.72,4,2024-05-05,2024-12-31
2000129,Equifax,H2-2023,401,-13.0,1,5,7,19567927.13,7,1,0,34.13,2,2023-07-28,2024-12-31
2000129,Equifax,H1-2024,449,35.0,7,3,4,3914184.13,5,0,1,64.37,2,2024-06-05,2024-12-31
2000129,Experian,H2-2024,380,-34.0,15,8,2,6622326.69,6,90,1,16.78,0,2024-02-08,2024-12-31
2000130,Experian,H1-2023,389,,12,7,6,15739544.39,4,0,0,86.61,0,2023-05-18,2024-12-31
2000130,Experian,H2-2023,395,24.0,12,4,4,18667813.63,2,0,0,23.35,0,2023-01-24,2024-12-31
2000130,Experian,H1-2024,396,25.0,12,7,0,18983125.8,8,1,0,90.2,3,2024-05-20,2024-12-31
2000130,Equifax,H2-2024,410,39.0,2,6,5,3047754.25,4,0,0,6.09,2,2024-12-15,2024-12-31
2000131,CRIF Highmark,H1-2023,693,,15,7,6,10822082.55,7,90,1,57.04,0,2023-08-06,2024-12-31
2000131,Experian,H2-2023,633,-22.0,15,8,4,11182203.46,5,60,0,9.9,2,2024-12-15,2024-12-31
2000131,CRIF Highmark,H1-2024,687,32.0,10,3,5,5355010.19,8,0,0,4.19,4,2024-07-24,2024-12-31
2000131,Experian,H2-2024,688,33.0,7,5,5,6316069.54,3,0,0,71.28,1,2024-04-04,2024-12-31
2000132,CIBIL TransUnion,H1-2023,738,,6,7,3,9932432.43,0,0,0,14.03,3,2023-05-18,2024-12-31
2000132,CRIF Highmark,H2-2023,696,-25.0,9,8,2,12094637.74,3,1,0,80.17,2,2023-11-12,2024-12-31
2000132,CRIF Highmark,H1-2024,752,31.0,14,4,7,19272568.58,3,30,0,46.98,3,2023-02-20,2024-12-31
2000132,Equifax,H2-2024,717,-4.0,13,0,2,7032081.29,2,30,0,4.07,4,2023-02-05,2024-12-31
2000133,CIBIL TransUnion,H1-2023,771,,3,5,3,18327397.61,2,0,0,55.29,2,2024-03-29,2024-12-31
2000133,Experian,H2-2023,711,-28.0,5,4,7,9660465.05,7,1,1,43.26,2,2024-02-25,2024-12-31
2000133,Equifax,H1-2024,739,0.0,14,0,5,13769797.26,8,0,1,29.97,2,2023-09-07,2024-12-31
2000133,Experian,H2-2024,737,-2.0,5,6,4,15045170.69,2,0,0,28.83,0,2023-12-28,2024-12-31
2000134,Experian,H1-2023,700,,2,8,5,5886545.92,3,30,0,18.52,3,2024-10-16,2024-12-31
2000134,Equifax,H2-2023,690,-19.0,13,4,5,10646100.03,3,0,1,64.56,2,2023-07-10,2024-12-31
2000134,Equifax,H1-2024,680,-29.0,10,5,7,13921500.54,5,0,0,39.91,1,2023-10-18,2024-12-31
2000134,CIBIL TransUnion,H2-2024,705,-4.0,14,1,1,18066207.73,4,0,1,31.76,2,2024-06-22,2024-12-31
2000135,CIBIL TransUnion,H1-2023,816,,4,7,2,19038309.45,1,0,0,84.56,4,2023-11-15,2024-12-31
2000135,CIBIL TransUnion,H2-2023,789,-2.0,12,5,0,7321784.56,8,1,0,96.11,3,2023-02-23,2024-12-31
2000135,Equifax,H1-2024,811,20.0,9,5,2,11335765.5,6,0,0,28.54,1,2024-12-07,2024-12-31
2000135,Experian,H2-2024,820,29.0,14,2,4,9760974.76,2,90,0,68.67,4,2023-04-04,2024-12-31
2000136,Experian,H1-2023,871,,8,5,5,15275975.63,5,0,0,96.88,1,2023-12-18,2024-12-31
2000136,CRIF Highmark,H2-2023,885,33.0,3,3,7,5862132.77,1,1,1,18.07,0,2023-09-11,2024-12-31
2000136,Equifax,H1-2024,884,32.0,14,1,1,8009589.24,3,0,1,82.03,3,2024-03-17,2024-12-31
2000136,Experian,H2-2024,834,-18.0,1,2,1,6641153.29,4,0,0,60.77,2,2024-11-30,2024-12-31
2000137,Equifax,H1-2023,767,,9,4,3,9312757.15,0,0,0,77.84,0,2024-01-24,2024-12-31
2000137,CIBIL TransUnion,H2-2023,727,-24.0,10,2,2,8812242.5,1,0,0,72.91,2,2023-06-03,2024-12-31
2000137,CIBIL TransUnion,H1-2024,738,-13.0,5,5,1,13909006.31,2,0,0,20.9,0,2023-02-08,2024-12-31
2000137,CRIF Highmark,H2-2024,785,34.0,5,1,2,5133856.92,5,0,0,68.58,0,2024-09-02,2024-12-31
2000138,CIBIL TransUnion,H1-2023,670,,2,2,1,11820394.02,4,60,0,27.04,0,2023-04-01,2024-12-31
2000138,Experian,H2-2023,719,17.0,4,4,6,7820300.02,3,0,0,12.23,0,2024-05-21,2024-12-31
2000138,CRIF Highmark,H1-2024,675,-27.0,2,8,0,4620464.06,3,30,0,26.47,4,2023-06-06,2024-12-31
2000138,CIBIL TransUnion,H2-2024,675,-27.0,4,2,7,15592863.5,1,0,2,51.2,3,2023-02-04,2024-12-31
2000139,CRIF Highmark,H1-2023,672,,2,4,1,7295741.72,3,0,0,2.95,3,2024-11-26,2024-12-31
2000139,Equifax,H2-2023,653,-11.0,15,5,3,17462722.03,1,60,0,15.02,0,2023-06-14,2024-12-31
2000139,CIBIL TransUnion,H1-2024,689,25.0,7,4,0,5036545.18,6,0,0,79.29,0,2024-07-07,2024-12-31
2000139,Experian,H2-2024,688,24.0,10,0,3,1960977.76,1,0,0,80.31,0,2024-08-17,2024-12-31
2000140,CRIF Highmark,H1-2023,808,,7,6,6,6833448.39,0,30,0,88.03,2,2023-12-02,2024-12-31
2000140,Equifax,H2-2023,837,3.0,4,8,1,13638643.03,0,0,0,50.72,3,2023-11-20,2024-12-31
2000140,Equifax,H1-2024,864,30.0,2,3,7,19538616.83,7,30,0,83.73,2,2024-06-21,2024-12-31
2000140,Equifax,H2-2024,804,-30.0,4,0,2,3853878.05,4,0,1,56.87,1,2024-05-11,2024-12-31
2000141,CRIF Highmark,H1-2023,586,,11,6,2,13357031.51,6,30,0,31.71,2,2023-12-04,2024-12-31
2000141,CRIF Highmark,H2-2023,609,17.0,1,5,7,11060537.23,1,0,0,60.6,1,2024-09-10,2024-12-31
2000141,Equifax,H1-2024,601,9.0,1,8,2,1893113.33,4,90,0,79.17,0,2024-02-18,2024-12-31
2000141,Equifax,H2-2024,586,-6.0,10,6,3,1858163.17,8,90,0,11.46,4,2024-04-29,2024-12-31
2000142,Experian,H1-2023,788,,4,5,1,11770506.86,0,30,0,38.84,0,2023-12-07,2024-12-31
2000142,Equifax,H2-2023,714,-38.0,6,8,1,5985284.1,7,0,0,15.55,2,2023-04-28,2024-12-31
2000142,CRIF Highmark,H1-2024,754,2.0,6,3,0,18034493.86,1,90,0,69.11,2,2024-08-05,2024-12-31
2000142,Experian,H2-2024,719,-33.0,9,1,0,5136948.24,1,90,1,59.91,4,2024-11-15,2024-12-31
2000143,Experian,H1-2023,566,,11,6,2,6394248.84,4,60,2,71.54,0,2024-08-17,2024-12-31
2000143,Experian,H2-2023,570,-15.0,14,7,3,19481970.5,2,0,0,72.38,4,2023-06-30,2024-12-31
2000143,CRIF Highmark,H1-2024,613,28.0,15,2,3,10720652.72,5,0,0,92.59,3,2024-03-05,2024-12-31
2000143,Equifax,H2-2024,592,7.0,11,8,6,14993547.22,0,0,2,37.98,3,2024-09-12,2024-12-31
2000144,CIBIL TransUnion,H1-2023,581,,1,0,4,11010483.6,1,0,1,55.15,2,2023-03-06,2024-12-31
2000144,Equifax,H2-2023,591,13.0,15,1,1,8670192.8,3,1,0,10.16,3,2023-09-09,2024-12-31
2000144,CIBIL TransUnion,H1-2024,566,-12.0,14,8,6,10188726.73,3,1,0,69.25,2,2023-07-11,2024-12-31
2000144,CIBIL TransUnion,H2-2024,582,4.0,10,5,2,11682441.24,3,0,1,90.59,3,2024-09-19,2024-12-31
2000145,Equifax,H1-2023,596,,10,7,4,16378633.33,1,0,2,52.93,1,2024-02-09,2024-12-31
2000145,CIBIL TransUnion,H2-2023,605,6.0,14,5,5,16006002.17,3,0,0,1.34,0,2023-09-09,2024-12-31
2000145,Experian,H1-2024,596,-3.0,1,2,4,8419265.18,3,0,0,51.36,1,2024-07-19,2024-12-31
2000145,CRIF Highmark,H2-2024,639,40.0,11,3,5,4641492.32,4,0,0,76.24,0,2024-04-17,2024-12-31
2000146,Equifax,H1-2023,582,,6,8,7,17116829.66,8,0,0,94.34,2,2024-04-30,2024-12-31
2000146,Experian,H2-2023,547,-6.0,4,1,1,8297055.26,7,0,0,6.76,2,2023-07-12,2024-12-31
2000146,CIBIL TransUnion,H1-2024,567,14.0,14,7,4,14144718.68,3,0,0,56.54,4,2023-02-08,2024-12-31
2000146,CIBIL TransUnion,H2-2024,592,39.0,8,5,0,5984521.62,3,1,0,74.35,4,2024-09-30,2024-12-31
2000147,CRIF Highmark,H1-2023,464,,1,4,6,2551384.11,8,0,0,95.79,3,2024-05-31,2024-12-31
2000147,Experian,H2-2023,458,24.0,1,1,1,19788708.79,6,1,2,27.97,3,2024-02-01,2024-12-31
2000147,CIBIL TransUnion,H1-2024,459,25.0,11,3,5,14533282.03,7,1,2,80.58,0,2024-08-04,2024-12-31
2000147,Experian,H2-2024,450,16.0,12,1,3,19418061.2,1,1,0,53.67,2,2024-01-04,2024-12-31
2000148,Equifax,H1-2023,807,,2,8,7,11058737.03,6,0,0,53.55,3,2024-04-17,2024-12-31
2000148,CRIF Highmark,H2-2023,794,-23.0,8,5,0,4342206.91,5,60,0,96.52,2,2023-08-12,2024-12-31
2000148,Experian,H1-2024,801,-16.0,6,5,7,6949314.12,7,1,1,85.62,4,2024-05-12,2024-12-31
2000148,CRIF Highmark,H2-2024,827,10.0,15,0,4,3670843.42,0,0,0,33.45,4,2024-09-19,2024-12-31
2000149,Experian,H1-2023,818,,12,3,7,15469359.76,2,90,0,14.5,2,2024-10-25,2024-12-31
2000149,CRIF Highmark,H2-2023,826,-26.0,10,8,7,10100941.11,2,60,0,69.86,3,2024-07-25,2024-12-31
2000149,CRIF Highmark,H1-2024,867,15.0,13,1,4,18648122.63,1,60,0,55.69,0,2023-04-01,2024-12-31
2000149,Equifax,H2-2024,858,6.0,2,0,1,12704151.44,8,90,0,67.33,2,2024-10-06,2024-12-31
2000150,CRIF Highmark,H1-2023,591,,5,0,5,16870244.45,7,1,0,13.54,4,2023-04-14,2024-12-31
2000150,CRIF Highmark,H2-2023,648,40.0,6,5,2,18372276.89,4,60,0,5.14,3,2023-12-18,2024-12-31
2000150,CIBIL TransUnion,H1-2024,648,40.0,15,7,7,8169187.58,6,0,0,5.2,1,2023-02-01,2024-12-31
2000150,Experian,H2-2024,594,-14.0,12,2,5,15694184.72,8,60,0,82.93,1,2024-12-31,2024-12-31
2000151,Experian,H1-2023,720,,9,5,7,2056020.22,1,0,0,37.17,2,2024-06-24,2024-12-31
2000151,CIBIL TransUnion,H2-2023,702,10.0,5,8,7,16333156.19,5,0,1,13.14,0,2024-01-30,2024-12-31
2000151,Experian,H1-2024,726,34.0,2,7,7,18652176.32,7,30,0,8.35,3,2023-12-03,2024-12-31
2000151,Experian,H2-2024,729,37.0,1,0,6,2402398.09,7,0,0,83.69,2,2023-09-19,2024-12-31
2000152,CIBIL TransUnion,H1-2023,830,,11,7,0,4391931.6,3,0,0,48.58,1,2024-09-02,2024-12-31
2000152,CIBIL TransUnion,H2-2023,792,-31.0,6,8,4,4066955.13,0,0,1,24.4,4,2024-05-03,2024-12-31
2000152,Experian,H1-2024,819,-4.0,3,7,4,15320763.53,3,0,0,11.72,1,2024-08-26,2024-12-31
2000152,Equifax,H2-2024,850,27.0,1,1,0,6100095.5,8,0,0,26.87,4,2023-02-26,2024-12-31
2000153,Experian,H1-2023,742,,15,7,6,4646920.33,8,0,1,75.67,1,2023-11-21,2024-12-31
2000153,Equifax,H2-2023,731,-37.0,3,4,1,6114494.7,2,90,2,88.46,4,2024-08-25,2024-12-31
2000153,CIBIL TransUnion,H1-2024,808,40.0,5,3,0,15581517.68,4,1,0,85.83,4,2024-03-02,2024-12-31
2000153,Equifax,H2-2024,803,35.0,8,5,5,1745229.44,6,0,2,10.98,0,2023-07-13,2024-12-31
2000154,Equifax,H1-2023,813,,11,4,0,16212614.75,6,60,0,99.2,1,2024-01-01,2024-12-31
2000154,CRIF Highmark,H2-2023,843,31.0,14,4,6,19466888.1,7,0,0,41.78,4,2023-08-04,2024-12-31
2000154,CRIF Highmark,H1-2024,819,7.0,8,3,7,17948655.42,3,1,0,85.26,3,2023-02-23,2024-12-31
2000154,Experian,H2-2024,838,26.0,5,5,7,16989466.73,0,0,0,95.54,2,2024-12-17,2024-12-31
2000155,CRIF Highmark,H1-2023,684,,6,7,3,11228313.07,3,90,0,94.79,0,2024-04-04,2024-12-31
2000155,CIBIL TransUnion,H2-2023,685,-21.0,6,0,4,14457664.03,6,0,0,38.63,3,2023-05-28,2024-12-31
2000155,CIBIL TransUnion,H1-2024,722,16.0,4,1,2,14028995.23,0,0,1,18.28,2,2023-09-09,2024-12-31
2000155,Experian,H2-2024,723,17.0,15,3,7,10685237.55,0,0,0,36.22,1,2023-09-07,2024-12-31
2000156,Equifax,H1-2023,657,,13,4,2,831095.8,6,0,0,11.73,1,2023-07-20,2024-12-31
2000156,Equifax,H2-2023,651,-2.0,4,6,5,13805201.44,1,30,0,49.7,1,2024-10-09,2024-12-31
2000156,Equifax,H1-2024,691,38.0,7,8,5,18396105.48,4,1,1,48.26,0,2023-10-10,2024-12-31
2000156,Equifax,H2-2024,677,24.0,6,1,3,2068909.23,3,60,2,96.73,3,2024-01-25,2024-12-31
2000157,CIBIL TransUnion,H1-2023,559,,4,5,4,7162946.24,7,1,0,95.21,4,2024-04-09,2024-12-31
2000157,CIBIL TransUnion,H2-2023,594,4.0,13,0,1,2274070.54,8,0,0,2.9,1,2024-07-08,2024-12-31
2000157,Experian,H1-2024,592,2.0,12,0,2,2023592.89,7,0,0,50.6,3,2024-05-20,2024-12-31
2000157,CIBIL TransUnion,H2-2024,625,35.0,9,7,4,6730437.64,3,0,0,84.61,3,2023-06-21,2024-12-31
2000158,Experian,H1-2023,861,,1,0,3,15083066.08,6,0,0,90.88,0,2024-03-15,2024-12-31
2000158,Experian,H2-2023,797,-34.0,3,2,7,15606188.52,2,1,0,55.35,1,2024-12-13,2024-12-31
2000158,CRIF Highmark,H1-2024,850,19.0,2,0,5,13902370.49,1,1,0,23.08,2,2024-12-24,2024-12-31
2000158,CIBIL TransUnion,H2-2024,831,0.0,3,1,3,14370877.1,8,0,0,24.87,4,2023-07-18,2024-12-31
2000159,Equifax,H1-2023,580,,7,2,2,8177874.07,4,0,0,3.39,0,2024-05-10,2024-12-31
2000159,Experian,H2-2023,588,-5.0,6,1,4,13820599.8,7,0,0,22.24,1,2024-02-14,2024-12-31
2000159,CIBIL TransUnion,H1-2024,613,20.0,8,6,2,14680580.79,8,0,1,95.5,4,2023-12-21,2024-12-31
2000159,CIBIL TransUnion,H2-2024,605,12.0,6,2,4,19293475.69,4,0,0,49.8,3,2024-12-15,2024-12-31
2000160,CIBIL TransUnion,H1-2023,680,,1,2,7,6810692.06,7,0,0,41.36,4,2024-05-08,2024-12-31
2000160,CIBIL TransUnion,H2-2023,730,23.0,2,6,4,12384806.28,2,90,0,84.89,1,2024-06-05,2024-12-31
2000160,CRIF Highmark,H1-2024,739,32.0,14,6,5,3846222.71,6,60,0,97.26,3,2023-08-09,2024-12-31
2000160,CRIF Highmark,H2-2024,673,-34.0,3,8,7,2585596.51,5,30,0,10.65,4,2023-07-02,2024-12-31
2000161,CIBIL TransUnion,H1-2023,536,,14,3,1,15785553.79,3,0,1,44.91,1,2024-05-14,2024-12-31
2000161,CRIF Highmark,H2-2023,493,-4.0,12,2,2,19741275.46,2,0,0,37.53,1,2024-09-25,2024-12-31
2000161,Experian,H1-2024,508,11.0,13,2,6,8223833.23,1,1,0,56.88,1,2023-07-20,2024-12-31
2000161,Experian,H2-2024,457,-40.0,13,4,1,6280877.26,8,0,0,43.25,4,2023-09-21,2024-12-31
2000162,Equifax,H1-2023,780,,8,1,6,9943993.59,6,0,0,51.03,3,2023-11-10,2024-12-31
2000162,Experian,H2-2023,783,31.0,13,0,0,11005526.05,5,0,0,74.45,0,2023-07-26,2024-12-31
2000162,Equifax,H1-2024,739,-13.0,11,6,2,8552349.65,4,1,0,35.27,4,2023-12-15,2024-12-31
2000162,CIBIL TransUnion,H2-2024,752,0.0,5,5,7,2763866.04,2,0,0,3.46,2,2024-09-27,2024-12-31
2000163,CIBIL TransUnion,H1-2023,832,,6,2,6,8954894.85,6,0,0,73.44,0,2024-09-02,2024-12-31
2000163,CRIF Highmark,H2-2023,842,23.0,8,3,1,6092348.63,1,0,1,92.92,4,2024-01-17,2024-12-31
2000163,CIBIL TransUnion,H1-2024,833,14.0,6,0,2,16856953.66,6,60,0,45.25,1,2023-01-26,2024-12-31
2000163,Equifax,H2-2024,802,-17.0,11,1,0,7012500.65,6,0,0,78.77,1,2024-07-25,2024-12-31
2000164,CRIF Highmark,H1-2023,747,,10,0,5,12893056.6,6,0,0,39.73,2,2024-06-18,2024-12-31
2000164,CIBIL TransUnion,H2-2023,719,-27.0,2,1,7,983486.89,7,0,0,10.49,0,2024-05-03,2024-12-31
2000164,Equifax,H1-2024,759,13.0,4,6,0,7921150.1,5,0,0,69.55,0,2024-05-07,2024-12-31
2000164,Experian,H2-2024,714,-32.0,10,7,2,7083590.11,8,0,0,65.12,1,2024-06-10,2024-12-31
2000165,Equifax,H1-2023,856,,5,2,0,456196.57,6,0,0,51.93,1,2024-10-24,2024-12-31
2000165,Equifax,H2-2023,868,32.0,11,3,0,6545990.86,4,0,0,6.54,1,2023-02-15,2024-12-31
2000165,CRIF Highmark,H1-2024,798,-38.0,12,5,7,10923607.72,7,30,0,75.81,3,2023-09-17,2024-12-31
2000165,Equifax,H2-2024,812,-24.0,4,2,1,7151657.34,6,0,0,14.6,1,2024-05-10,2024-12-31
2000166,CIBIL TransUnion,H1-2023,648,,11,7,3,14719222.46,3,60,2,98.62,1,2023-10-16,2024-12-31
2000166,Equifax,H2-2023,692,31.0,13,6,7,6636451.71,4,90,0,59.42,0,2024-12-28,2024-12-31
2000166,CRIF Highmark,H1-2024,696,35.0,5,3,7,6909582.38,2,0,0,50.58,2,2023-07-15,2024-12-31
2000166,CRIF Highmark,H2-2024,630,-31.0,7,5,0,5820888.86,3,90,1,53.94,3,2024-03-22,2024-12-31
2000167,CIBIL TransUnion,H1-2023,649,,8,7,1,8147859.45,3,0,1,51.05,1,2024-08-09,2024-12-31
2000167,CIBIL TransUnion,H2-2023,699,24.0,4,2,0,2568179.33,7,0,0,72.08,3,2023-12-11,2024-12-31
2000167,Experian,H1-2024,656,-19.0,7,2,5,6333980.75,8,0,0,78.4,1,2023-05-24,2024-12-31
2000167,Experian,H2-2024,707,32.0,1,1,1,9771737.55,6,0,0,85.5,2,2023-03-03,2024-12-31
2000168,Equifax,H1-2023,861,,5,1,2,18576057.82,4,1,0,56.03,0,2024-12-05,2024-12-31
2000168,CIBIL TransUnion,H2-2023,798,-33.0,6,6,3,2305847.3,3,0,0,10.28,1,2024-06-09,2024-12-31
2000168,Experian,H1-2024,866,35.0,12,0,4,16241578.35,6,0,0,12.78,0,2023-02-23,2024-12-31
2000168,CRIF Highmark,H2-2024,806,-25.0,14,2,0,9182356.07,0,0,0,90.32,1,2024-09-28,2024-12-31
2000169,Equifax,H1-2023,744,,4,3,3,16013581.4,5,0,0,83.9,4,2023-11-09,2024-12-31
2000169,CIBIL TransUnion,H2-2023,733,9.0,2,2,4,6838387.73,6,1,1,63.47,1,2024-05-27,2024-12-31
2000169,Equifax,H1-2024,762,38.0,8,2,6,11720988.88,7,0,2,71.14,3,2024-09-30,2024-12-31
2000169,CRIF Highmark,H2-2024,685,-39.0,4,3,3,10690623.02,1,1,0,67.82,0,2024-04-03,2024-12-31
2000170,Experian,H1-2023,375,,12,8,6,17095133.77,5,60,0,62.14,0,2024-10-06,2024-12-31
2000170,Equifax,H2-2023,330,-14.0,5,6,6,12879505.66,2,0,0,93.56,1,2023-09-11,2024-12-31
