loan_id,customer_id,product_code,sanction_amount,interest_rate,tenure_months,sourcing_channel,target_default,max_dpd_ever,max_overdue_amount,total_overdue_amount,total_bounces,total_mob,max_mob,bounce_rate,max_dpd_12m_mob,max_dpd_6m_mob,last_delinq_mob,ever_npa_flag,months_since_last_delinquency,chronic_delinquent,recent_stress_flag,bureau_agency,bureau_score,score_version,total_tradelines,secured_tradelines,unsecured_tradelines,credit_card_tradelines,total_outstanding,total_sanctioned_limit,credit_utilisation_pct,recent_enquiries_3m,recent_enquiries_6m,max_dpd_12m,max_dpd_24m,number_of_defaults,oldest_account_vintage_months,written_off_accounts,suit_filed_flag,wilful_default_flag,bureau_pull_date,load_date_x,ever_dpd90_12m,ever_dpd90_24m,has_writeoff,high_enquiry_flag,long_vintage_flag,unsecured_mix_ratio,enquiry_per_tradeline,bureau_score_band_num,avg_monthly_credit,avg_monthly_debit,avg_eod_balance,min_balance,max_balance,emi_bounce_count,salary_credit_count,salary_flag,inward_cheque_bounce_count,outward_cheque_bounce_count,avg_monthly_emi_outflow,cash_withdrawal_pct,upi_txn_count_monthly,international_txn_flag,gaming_txn_flag,casino_txn_flag,credit_card_payment_flag,statement_start_date,statement_end_date,bank_name,account_type,load_date_y,net_cashflow_ratio,emi_to_income_ratio,balance_to_income_ratio,high_stress_flag,high_cash_flag,application_id,declared_income,employment_type,company_name,company_category,work_experience_years,years_at_current_employer,loan_purpose,requested_amount,requested_tenure,foir,existing_monthly_obligations,co_applicant_flag,co_applicant_income,ltv_ratio,property_value,application_date,application_status,credit_decisioning_model,load_date,income_deviation_pct,mismatch_flag,verified_income,itr_assessed_income,verification_status,employment_risk_rank,high_foir_flag,high_ltv_flag,low_experience,declared_to_verified_ratio,itr_to_declared_ratio,effective_income,loan_to_income_ratio
1000241,2000241,PL,46503130.08,19.72,240,Referral,0,94,3119194.56,46787918.4,19,36,36,0.5277777777777778,90,90,36,0.0,0,1,1,CIBIL TransUnion,726.0,Experian v4,3,0,4,3,13971762.35,7378850.89,28.45,7,7,0,0,0,209,0,0,0,2024-06-03,2024-12-31,0,0,0,1,1,1.3333333333333333,2.3333333333333335,4.0,413427.23,248754.61,53192.89,4329.0,1439070.25,2,2,1,2,3,119983.48,3.07,37,0,0,0,True,2024-01-01,2024-12-31,Yes Bank,Salary,2024-12-31,0.39831101594348295,0.29021668456622945,0.12866324745953478,1,0,3000241,4747711.02,Business - Proprietorship,Vaidya-Handa,CAT-D Unrated,18,7,Medical Emergency,13442231.99,180,0.2677,105913.52,0,0.0,0.8334,17628618.57,2022-10-12,Disbursed,Rule Engine v3,2024-12-31,-10.61,0,4244005.84,4237639.89,Verified - Positive,3.0,0,0,0,1.118686259866221,0.8925648322209805,4747711.02,2.8313079573238222
1000242,2000242,VL,31525039.91,10.58,120,Branch Walk-in,0,62,1280389.56,24327401.64,17,36,36,0.4722222222222222,32,0,36,0.0,0,1,0,CIBIL TransUnion,795.0,CIBIL V2.0,2,2,0,1,11591971.97,9144531.74,82.85,4,2,3,120,0,20,0,0,0,2024-01-30,2024-12-31,0,1,0,1,0,0.0,1.0,5.0,450630.58,277172.22,718000.8,12923.94,3637313.35,2,1,1,3,2,243606.02,17.36,43,0,0,0,False,2024-01-01,2024-12-31,HDFC Bank,Savings,2024-12-31,0.38492363301221155,0.5405891894864303,1.593324625239592,1,0,3000242,5849552.3,Salaried,Pingle Group,CAT-A Listed,15,14,Top-Up Loan,10859304.37,240,0.4807,234323.32,0,0.0,0.8184,18239959.19,2024-04-22,Rejected,Rule Engine v3,2024-12-31,-26.86,1,4278583.26,4599101.14,Verified - Positive,4.0,0,0,0,1.3671703796644126,0.7862313052573271,5849552.3,1.8564334179899544
1000243,2000243,HL,35266307.24,10.9,24,Digital - Web,1,92,6568198.0,103449118.5,15,36,36,0.4166666666666667,0,0,36,0.0,0,1,0,Experian,620.0,CIBIL V3.0,8,1,2,5,8388518.34,16488616.48,46.41,0,10,0,180,0,137,0,0,0,2024-12-28,2024-12-31,0,1,0,0,1,0.25,1.25,2.0,945069.43,535666.14,689295.61,73943.92,4748911.71,2,1,1,0,2,295898.55,4.14,87,0,0,0,True,2024-01-01,2024-12-31,Kotak Mahindra,Savings,2024-12-31,0.43319916717653223,0.3130971552005443,0.7293597571979447,1,0,3000243,11243373.44,Business - Proprietorship,Chada-Pai,CAT-C SME,14,7,Balance Transfer,4067120.62,36,0.2996,280709.56,0,0.0,0.7523,4693053.47,2021-08-31,Rejected,Manual,2024-12-31,-25.47,1,8379944.87,8579635.12,Verified with Discrepancy,3.0,0,0,0,1.3417001680107712,0.7630837102214049,11243373.44,0.3617349047155726
1000244,2000244,LAP,13191434.43,21.73,240,Co-lending Partner,0,60,726411.12,7021974.16,9,36,36,0.25,31,31,30,0.0,6,1,1,CRIF Highmark,850.0,Equifax v5,15,3,3,4,2572486.4,15233441.53,50.85,1,10,90,0,0,92,2,0,0,2024-07-01,2024-12-31,1,0,1,0,1,0.2,0.6666666666666666,5.0,1116358.37,805561.83,2869755.0,94093.69,9510348.28,0,1,1,2,3,441069.98,11.72,110,0,0,0,True,2024-01-01,2024-12-31,Kotak Mahindra,Savings,2024-12-31,0.27840212278786436,0.39509712279937487,2.570639569800511,1,0,3000244,12699566.94,Business - Partnership,"Aggarwal, Ramachandran and Deshmukh",CAT-D Unrated,19,11,Medical Emergency,10685155.37,36,0.2638,279178.81,0,0.0,0.7684,14849691.1,2024-09-04,Credit Declined,Manual,2024-12-31,-4.1,0,12179214.94,10816492.28,Verified with Discrepancy,3.0,0,0,0,1.0427245928874296,0.8517213485391495,12699566.94,0.8413795069141152
1000245,2000245,EL,30906397.7,20.93,60,Digital - Mobile App,1,117,3339621.44,70966955.6,15,36,36,0.4166666666666667,60,30,36,0.0,0,1,1,Experian,806.0,Equifax v5,10,2,7,0,19452861.1454,793973.54,17.95,7,7,5,0,0,80,0,0,0,2024-07-27,2024-12-31,0,0,0,1,1,0.7,0.7,5.0,713912.01,532496.44,428902.83,36261.46,5784524.29,0,1,1,0,0,165926.81,12.13,97,0,0,0,False,2024-01-01,2024-12-31,Federal Bank,Savings,2024-12-31,0.2541147472781696,0.23241913243622278,0.6007782807856111,0,0,3000245,7896083.24,Business - Pvt Ltd,Samra Group,Government PSU,10,14,Consumer Durables,6044794.02,36,0.2579,169699.99,0,99283.61,0.6158,11178695.64,2024-03-22,Disbursed,Hybrid Model v1,2024-12-31,8.05,0,8531873.71,6385456.38,Unverified,4.0,0,0,0,0.9254805577753916,0.8086865583752382,7896083.24,0.7655433505789637
1000246,2000246,GL,34702483.43,15.93,120,Digital - Web,0,125,2898996.0,41165743.2,22,36,36,0.6111111111111112,31,31,36,0.0,0,1,1,Experian,532.0,CIBIL V3.0,9,7,1,0,7406838.9,9683481.78,69.05,8,12,0,0,0,163,0,0,0,2024-01-05,2024-12-31,0,0,0,1,1,0.1111111111111111,1.3333333333333333,1.0,364710.75,242258.64,515480.02,89432.08,2961167.45,1,1,1,2,0,95303.92,6.63,194,0,0,0,True,2024-01-01,2024-12-31,IndusInd Bank,Savings,2024-12-31,0.33575130428702743,0.2613137123048882,1.4133940938126996,1,0,3000246,3859555.47,Business - Partnership,Shenoy LLC,CAT-D Unrated,30,4,Medical Emergency,12549311.08,120,0.5744,184744.06,0,0.0,0.5681,18440661.19,2024-04-03,Disbursed,ML Scorecard v2,2024-12-31,-13.86,0,3324470.57,3792704.72,Verified with Discrepancy,3.0,0,0,0,1.1609534176144023,0.9826791581259486,3859555.47,3.2514913122883553
1000249,2000249,EL,8445949.02,16.83,48,Referral,1,91,971864.04,14577960.600000001,16,36,36,0.4444444444444444,60,2,36,0.0,0,1,0,Experian,677.0,Equifax v5,1,4,2,5,18216005.19,20356765.8,37.07,7,9,0,3,0,112,0,0,0,2024-01-30,2024-12-31,0,0,0,1,1,2.0,9.0,3.0,979202.73,588239.29,901956.97,57091.72,5069490.85,4,2,1,4,0,393265.45,20.22,12,0,0,0,True,2024-01-01,2024-12-31,Axis Bank,OD Account,2024-12-31,0.39926710580147173,0.40161800815240783,0.9211136186272684,1,0,3000249,10491084.09,Business - Pvt Ltd,Sant-Karpe,CAT-A Listed,31,2,Home Purchase,14700294.91,180,0.2851,249250.67,1,0.0,0.8923,19247815.65,2021-09-08,Pending Docs,Manual,2024-12-31,-0.64,0,10424149.06,9179674.02,Verification Failed,4.0,0,1,0,1.0064211505049219,0.8749976590836762,10491084.09,1.4012179088348151
1000252,2000252,HL,22541643.91,13.25,24,Branch Walk-in,1,269,9668877.57,246019218.17,22,36,36,0.6111111111111112,181,90,36,0.0,0,1,1,CIBIL TransUnion,443.0,CIBIL V2.0,10,4,5,4,9293929.24,19891941.56,24.94,1,2,0,1,0,145,0,0,0,2024-02-28,2024-12-31,0,0,0,0,1,0.5,0.2,1.0,246995.12,241927.32,500385.41,80251.26,2025204.22,0,1,1,3,3,140735.12,35.52,31,1,0,0,True,2024-01-01,2024-12-31,IndusInd Bank,Savings,2024-12-31,0.020517814279083686,0.5697890711363042,2.0258918880664525,1,0,3000252,3582167.46,Business - Partnership,Chada-Aggarwal,CAT-A Listed,34,14,Debt Consolidation,16350503.03,180,0.3004,89673.59,1,0.0,0.8908,20494936.98,2023-04-13,Disbursed,ML Scorecard v2,2024-12-31,10.12,0,3944535.86,2968352.65,Verified with Discrepancy,3.0,0,1,0,0.9081340839933447,0.8286470923388936,3582167.46,4.56441615658024
1000254,2000254,GL,48952107.8,12.33,60,Digital - Mobile App,0,184,7679654.01,128359931.31,25,36,36,0.6944444444444444,32,2,36,0.0,0,1,0,Equifax,862.0,Experian v4,13,8,2,2,3896416.62,15787630.43,15.28,8,0,10,1,0,49,0,0,0,2024-10-21,2024-12-31,0,0,0,1,0,0.15384615384615385,0.0,5.0,976589.92,860728.35,1250292.53,74745.65,7287622.43,1,3,1,5,2,467522.47,35.99,94,0,0,0,False,2024-01-01,2024-12-31,Punjab National,Savings,2024-12-31,0.1186389165270107,0.47872956747290607,1.2802636033761232,1,0,3000254,11464917.19,Business - Pvt Ltd,Viswanathan-Mutti,CAT-C SME,30,11,Vehicle Purchase,7711928.55,120,0.4169,398310.33,1,200157.79,0.5511,11397665.36,2020-11-18,Disbursed,Rule Engine v3,2024-12-31,-16.87,1,9530578.42,11034815.32,Verified - Positive,4.0,0,0,0,1.2029613193193787,0.9624853923606927,11665074.979999999,0.6611126429296215
1000255,2000255,HL,49625062.66,21.81,36,DST,1,95,7561317.32,147445687.74,15,36,36,0.4166666666666667,1,0,36,0.0,0,1,0,CIBIL TransUnion,445.0,CIBIL V3.0,12,5,0,1,6209280.57,25871996.21,72.74,5,5,3,0,4,137,1,0,0,2024-01-27,2024-12-31,0,0,1,1,1,0.0,0.4166666666666667,1.0,85917.24,73701.15,75064.56,13398.8,381671.31,0,1,1,5,0,34863.22,2.34,126,0,0,0,True,2024-01-01,2024-12-31,Axis Bank,Savings,2024-12-31,0.14218438581127618,0.4057767684343678,0.8736844898648978,1,0,3000255,1082108.89,Business - Pvt Ltd,Varughese-Khare,CAT-C SME,17,11,Debt Consolidation,15702408.81,240,0.3345,30163.79,0,0.0,0.7669,19525268.98,2020-10-03,Disbursed,ML Scorecard v2,2024-12-31,18.72,1,1284657.71,979650.7,Verified - Positive,4.0,0,0,0,0.842332460683243,0.905316192347334,1082108.89,14.510932268563103
1000256,2000256,EL,7194364.49,17.93,120,Digital - Mobile App,0,63,387923.28,6465388.0,16,36,36,0.4444444444444444,32,30,36,0.0,0,1,1,CRIF Highmark,702.0,CIBIL V3.0,6,7,2,4,10071221.86,18842505.99,54.94,0,12,0,0,0,225,0,0,0,2024-11-10,2024-12-31,0,0,0,0,1,0.3333333333333333,2.0,4.0,581553.29,521900.0,692178.57,146835.02,4650915.15,2,2,1,5,2,193447.1,1.01,53,0,0,0,True,2024-01-01,2024-12-31,IDFC First,Savings,2024-12-31,0.10257579318311488,0.33263864778410934,1.1902238056292311,1,0,3000256,7361738.58,Business - Pvt Ltd,"Chaudhary, Palan and Nagy",CAT-B MNC,30,0,Medical Emergency,1904143.34,240,0.4725,289868.46,0,399483.74,0.8448,3126307.33,2022-01-14,Credit Declined,ML Scorecard v2,2024-12-31,21.33,1,8932324.92,6580987.1,Verified - Positive,4.0,0,0,0,0.8241682480130829,0.8939446882668305,7361738.58,0.2586540284346799
1000257,2000257,GL,22789312.89,15.55,12,DST,0,150,12377064.36,150587616.38,18,36,36,0.5,1,0,36,0.0,0,1,0,CIBIL TransUnion,478.0,Equifax v5,15,4,3,0,12558258.24,18635388.2,92.55,8,0,0,0,0,200,0,0,0,2024-03-25,2024-12-31,0,0,0,1,1,0.2,0.0,1.0,991987.07,439516.13,939435.78,121917.03,4720296.24,0,1,1,2,0,125879.41,11.04,192,0,0,0,True,2024-01-01,2024-12-31,Punjab National,Salary,2024-12-31,0.5569336100318324,0.1268962205323906,0.9470242187733355,0,0,3000257,10316537.67,Self Employed Professional,"Borah, Shan and Sood",CAT-B MNC,20,5,Home Purchase,18855933.82,48,0.4423,380250.38,0,0.0,0.6056,33724404.09,2020-05-20,Rejected,Manual,2024-12-31,16.81,1,12050334.98,10360594.95,Verified with Discrepancy,4.0,0,0,0,0.8561204055424524,1.0042705490358568,10316537.67,1.8277385711324603
1000261,2000261,LAP,32763939.42,11.63,84,Telesales,0,2,571910.15,4575281.2,2,36,36,0.05555555555555555,0,0,30,0.0,6,0,0,Equifax,756.0,Experian v4,4,4,0,2,1246180.55,6967594.83,77.17,6,8,0,3,2,202,1,0,0,2024-05-11,2024-12-31,0,0,1,1,1,0.0,2.0,5.0,723231.49,605195.27,1512754.97,13601.23,2254943.57,1,1,1,5,2,114355.84,13.55,145,0,0,0,False,2024-01-01,2024-12-31,IndusInd Bank,Savings,2024-12-31,0.16320669333687332,0.15811789389867412,2.091660818032135,1,0,3000261,6612652.77,Self Employed Non-Professional,Arora-Soman,CAT-C SME,9,0,Balance Transfer,1228924.53,36,0.6001,330687.74,0,268829.64,0.8515,1664752.09,2022-04-14,Disbursed,Hybrid Model v1,2024-12-31,14.82,0,7592897.67,6558993.16,Verified - Positive,4.0,1,1,0,0.8708997615135777,0.991885312617133,6612652.77,0.18584440658601226
1000262,2000262,LAP,332824.5465,15.37,36,DSA,0,66,32166.288600000003,349284.0,16,36,36,0.4444444444444444,61,61,35,0.0,1,1,1,Experian,773.0,CIBIL V3.0,6,5,7,1,11652170.84,9507191.76,1.4934,5,2,0,0,0,170,1,0,1,2024-11-09,2024-12-31,0,0,1,1,1,1.1666666666666667,0.3333333333333333,5.0,848693.41,559386.28,294294.52,52893.13,3916448.8,1,1,0,4,1,282069.25,37.84,67,0,0,0,False,2024-01-01,2024-12-31,Federal Bank,Savings,2024-12-31,0.34088532630411256,0.33235706401914916,0.3467618771777667,1,0,3000262,7294322.55,Self Employed Non-Professional,Pillai Group,CAT-A Listed,25,6,Travel,18852549.12,60,0.4625,281135.35,0,0.0,0.6035,25719447.42,2021-08-02,Disbursed,Hybrid Model v1,2024-12-31,-4.28,0,6982221.91,5927519.1,Verified with Discrepancy,4.0,0,0,0,1.0446993298154856,0.8126209198138626,7294322.55,2.5845510656777853
1000264,2000264,PL,19197780.39,20.92,36,DSA,1,151,4334936.16,77306361.52,18,36,36,0.5,121,30,36,0.0,0,1,1,CIBIL TransUnion,771.0,CIBIL V2.0,3,3,0,4,14515106.63,13874876.42,15.86,6,10,0,2,0,107,0,0,0,2024-09-19,2024-12-31,0,0,0,1,1,0.0,3.3333333333333335,5.0,1156403.23,851818.72,1874162.1,32212.82,3136583.55,0,1,1,4,2,226827.15,37.04,94,0,0,0,True,2024-01-01,2024-12-31,SBI,Savings,2024-12-31,0.2633895358455545,0.1961488381522421,1.6206821732934802,1,0,3000264,10217690.97,Self Employed Professional,Upadhyay PLC,CAT-A Listed,16,2,Marriage,13292068.34,180,0.5796,493514.47,1,0.0,0.5096,17389503.77,2020-10-18,Withdrawn,ML Scorecard v2,2024-12-31,-29.34,1,7219393.91,10958737.24,Verified with Discrepancy,4.0,0,0,0,1.415311464837358,1.0725258057006983,10217690.97,1.3008876838247143
1000265,2000265,GL,36149358.12,17.86,36,Branch Walk-in,1,122,6521742.45,105652227.69,17,36,36,0.4722222222222222,62,31,36,0.0,0,1,1,Equifax,601.0,CIBIL V2.0,7,2,0,4,12775845.28,29890437.84,21.9,4,1,0,0,0,201,2,0,0,2024-01-27,2024-12-31,0,0,1,1,1,0.0,0.14285714285714285,2.0,1157000.21,745442.7,242741.16,27789.16,5188463.14,3,1,1,1,0,293770.56,19.82,15,0,0,0,True,2024-01-01,2024-12-31,Federal Bank,Salary,2024-12-31,0.3557108343135046,0.2539070930678569,0.20980217453893116,1,0,3000265,10316533.18,Self Employed Professional,Master PLC,CAT-B MNC,3,1,Top-Up Loan,3057691.44,24,0.476,409222.48,0,487990.86,0.6701,4023138.38,2022-01-16,Disbursed,Rule Engine v3,2024-12-31,-9.62,0,9323878.74,10877688.65,Verification Failed,4.0,0,0,0,1.106463679728207,1.0543938026669537,10316533.18,0.29638749632752115
1000273,2000273,LAP,731982.08,9.76,12,Referral,1,90,257084.72,4113355.52,17,36,36,0.4722222222222222,90,61,29,0.0,7,1,1,Equifax,587.0,Equifax v5,2,8,1,1,5094408.71,1884483.32,85.99,0,6,0,0,0,187,0,0,0,2024-04-18,2024-12-31,0,0,0,0,1,0.5,3.0,1.0,1102128.57,1011198.85,2417215.71,204375.48,12067120.97,0,3,1,1,0,146173.62,0.78,10,0,0,0,False,2024-01-01,2024-12-31,Punjab National,Savings,2024-12-31,0.08250373184682082,0.1326284645719691,2.1932247977202874,0,0,3000273,14966000.4868,Self Employed Professional,"Seth, Parsa and Anne",CAT-C SME,2,13,Working Capital,7409628.6,12,0.4698,587145.85,1,0.0,0.7548,11698510.23,2023-05-24,Disbursed,ML Scorecard v2,2024-12-31,20.19,1,18025213.1,13393825.39,Verification Failed,4.0,0,0,0,0.8320201085445141,0.8930800798234367,14997339.76,0.49406286171915065
1000277,2000277,GL,19210675.77,9.98,12,Co-lending Partner,1,182,11821214.44,317484044.96,22,36,36,0.6111111111111112,181,120,36,0.0,0,1,1,Equifax,590.0,CIBIL V3.0,13,4,2,3,19227667.73,29388076.82,76.85,6,10,60,30,0,236,0,0,0,2024-10-19,2024-12-31,0,0,0,1,1,0.15384615384615385,0.7692307692307693,1.0,104907.02,44581.06,175023.72,3329.37,376642.51,1,1,1,1,1,9121.51,17.2,158,0,0,0,False,2024-01-01,2024-12-31,IDFC First,Savings,2024-12-31,0.5750421659103462,0.08694851879311795,1.668369952744821,1,0,3000277,1054383.63,Business - Pvt Ltd,Kanda and Sons,CAT-B MNC,5,6,Consumer Durables,16815214.01,60,0.5863,51515.43,0,0.0,0.818,30535988.49,2024-09-27,Withdrawn,Hybrid Model v1,2024-12-31,-17.97,1,864911.67,967638.65,Verified - Positive,4.0,0,0,0,1.2190650982891695,0.9177292045021603,1054383.63,15.947908836558856
1000278,2000278,GL,13635772.1,8.79,84,Digital - Web,0,62,653809.65,11986510.25,9,36,36,0.25,62,61,36,0.0,0,1,1,CRIF Highmark,803.0,CIBIL V3.0,9,1,6,0,5229604.26,22915776.42,49.61,6,4,2,0,0,230,1,1,0,2024-06-05,2024-12-31,0,0,1,1,1,0.6666666666666666,0.4444444444444444,5.0,1055946.88,705163.42,2337471.53,147117.94,6489526.17,1,1,1,2,3,233841.56,7.24,9,0,0,0,False,2024-01-01,2024-12-31,ICICI Bank,Salary,2024-12-31,0.33219801738511684,0.22145201091933717,2.2136260585380962,1,0,3000278,9609143.4,Business - Pvt Ltd,Kalita Group,Government PSU,3,9,Top-Up Loan,1695064.17,240,0.3031,242710.95,1,0.0,0.7501,2098042.46,2023-12-11,Disbursed,Rule Engine v3,2024-12-31,-15.06,1,8161653.62,9472194.8,Verified - Positive,4.0,0,0,0,1.1773525130315443,0.985748094882214,9609143.4,0.17640117328252172
1000280,2000280,CL,39246910.14,19.7,48,Branch Walk-in,0,62,3564100.59,60589710.03,18,36,36,0.5,31,2,36,0.0,0,1,0,CIBIL TransUnion,874.0,Experian v4,15,3,2,0,2386088.21,5943867.26,4.41,2,3,1,3,0,75,0,0,0,2024-04-11,2024-12-31,0,0,0,0,1,0.13333333333333333,0.2,5.0,208482.57,163738.04,80330.37,47168.81,994784.2,1,0,1,4,0,104966.12,8.44,173,0,0,0,True,2024-01-01,2024-12-31,IndusInd Bank,Savings,2024-12-31,0.21462000396483982,0.5034767175020913,0.38530976474436207,1,0,3000280,2589025.84,Self Employed Non-Professional,Raman-Subramanian,Government PSU,26,11,Education,16943927.85,60,0.2989,64488.32,1,352358.38,0.75,25353533.68,2023-07-07,Disbursed,Rule Engine v3,2024-12-31,18.26,1,3061693.67,2538785.2,Unverified,4.0,0,0,0,0.8456188368446409,0.9805947707343085,2941384.2199999997,5.760528575216196
1000281,2000281,PL,418256.35,14.27,48,DSA,1,93,45944.8,746603.0,17,36,36,0.4722222222222222,60,60,36,0.0,0,1,1,Equifax,766.0,Equifax v5,3,7,1,1,15928391.53,17894336.31,91.0,5,10,5,5,0,100,1,0,0,2024-10-17,2024-12-31,0,0,1,1,1,0.3333333333333333,3.3333333333333335,5.0,1204325.07,977067.29,1263776.75,183268.16,7411533.42,1,1,1,5,2,429887.89,19.34,172,0,0,0,True,2024-01-01,2024-12-31,Axis Bank,Current,2024-12-31,0.18870136116987088,0.35695336808026423,1.0493651435820397,1,0,3000281,10693749.76,Salaried,"Bahl, Dixit and Contractor",CAT-B MNC,11,7,Home Construction,6466219.12,12,0.3343,297910.05,0,0.0,0.6633,8284767.04,2023-07-20,Disbursed,Hybrid Model v1,2024-12-31,11.49,0,11922382.84,8574290.45,Verified - Positive,4.0,0,0,0,0.8969473555338372,0.8018039174688897,10693749.76,0.604672754190201
1000282,2000282,TL,5287056.07,16.24,48,Digital - Web,1,121,752436.6,16252630.56,21,36,36,0.5833333333333334,91,90,36,0.0,0,1,1,CRIF Highmark,643.0,Equifax v5,1,7,6,3,5326003.21,2750227.46,27.24,4,11,3,3,1,62,0,0,0,2024-06-23,2024-12-31,0,0,0,1,1,6.0,11.0,2.0,253235.54,133089.39,434073.64,4637.5,1679294.55,3,1,1,1,2,85512.37,0.49,174,0,0,0,True,2024-01-01,2024-12-31,SBI,Savings,2024-12-31,0.4744442663932558,0.33767918199791386,1.7141102706199927,1,0,3000282,2631342.35,Business - Partnership,"Mani, Sama and Barad",Government PSU,14,5,Consumer Durables,14254402.69,48,0.6245,136939.44,0,0.0,0.762,15938150.05,2023-12-17,Rejected,Manual,2024-12-31,17.35,1,3087771.41,2767890.77,Verified - Positive,3.0,1,0,0,0.8521817196305992,1.0518930651498084,2631342.35,5.417160062809766
1000286,2000286,BL,22650662.14,15.15,24,Telesales,0,60,3299608.86,57193220.24,23,36,36,0.6388888888888888,31,2,36,0.0,0,1,0,CIBIL TransUnion,874.0,Experian v4,3,0,4,4,10898322.48,26643466.48,14.55,7,10,1,10,1,134,0,0,0,2024-05-25,2024-12-31,0,0,0,1,1,1.3333333333333333,3.3333333333333335,5.0,613861.62,475474.1,848468.2,31933.73,3473955.7,0,1,1,5,0,264213.29,24.25,9,0,0,0,False,2024-01-01,2024-12-31,IDFC First,Savings,2024-12-31,0.2254376483090766,0.43041180844634,1.3821815411753546,1,0,3000286,6985685.41,Self Employed Professional,Shukla-Sant,CAT-C SME,23,15,Top-Up Loan,2331461.36,24,0.3925,228490.13,0,0.0,0.8567,2725693.38,2024-04-13,Disbursed,ML Scorecard v2,2024-12-31,24.02,1,8663615.22,6449034.59,Verified with Discrepancy,4.0,0,1,0,0.8063245230320836,0.9231785016783342,6985685.41,0.3337484045105317
1000287,2000287,PL,4651523.9,11.6,84,Telesales,0,91,324481.68,3244816.8,13,36,36,0.3611111111111111,60,60,36,0.0,0,1,1,Equifax,839.0,Equifax v5,15,1,2,4,12218490.55,19065033.41,53.37,7,6,0,180,0,186,0,1,0,2024-11-18,2024-12-31,0,1,0,1,1,0.13333333333333333,0.4,5.0,285861.92,199697.73,42766.69,15813.41,541455.27,0,1,1,3,2,102284.74,23.33,127,0,0,0,True,2024-01-01,2024-12-31,HDFC Bank,Savings,2024-12-31,0.30141891581781854,0.3578117015375815,0.14960611053056666,1,0,3000287,2701146.56,Self Employed Non-Professional,Nath-Mangal,CAT-A Listed,9,6,Consumer Durables,5501401.96,240,0.4705,105907.45,0,0.0,0.8077,6770292.79,2022-02-12,Withdrawn,ML Scorecard v2,2024-12-31,-12.53,0,2362628.64,2053340.91,Verified - Positive,4.0,0,0,0,1.1432802067446368,0.7601738241111952,2701146.56,2.0366913967082185
1000288,2000288,HL,47609620.68,21.6,240,Digital - Mobile App,1,93,3475932.88,69518657.6,15,36,36,0.4166666666666667,93,90,33,0.0,3,1,1,CRIF Highmark,683.0,CIBIL V2.0,1,1,3,3,6274932.19,4461892.48,1.4934,6,3,0,0,0,109,0,0,0,2024-06-18,2024-12-31,0,0,0,1,1,3.0,3.0,3.0,244564.44,111553.27,26349.51,32978.7,1094641.88,0,1,1,5,2,63991.46,9.03,145,0,0,0,False,2024-01-01,2024-12-31,Axis Bank,Savings,2024-12-31,0.5438696238913555,0.2616548014911734,0.107740561137997,1,0,3000288,2161787.4,Business - Proprietorship,"Wadhwa, Dyal and Chada",CAT-D Unrated,22,6,Travel,3301068.13,24,0.5303,95532.99,0,405524.06,0.7372,6228843.27,2023-07-02,Sanctioned - Not Disbursed,Rule Engine v3,2024-12-31,-18.15,1,1769463.67,1809602.32,Verified - Positive,3.0,0,0,0,1.2217190082235483,0.8370861630519264,2161787.4,1.5270086827224545
1000289,2000289,BL,6622690.35,21.09,84,Digital - Mobile App,0,90,605768.16,9237964.44,9,36,36,0.25,90,90,30,0.0,6,1,1,CRIF Highmark,722.0,Experian v4,3,1,2,1,10240735.4,28673044.28,52.96,3,12,0,0,0,68,0,0,0,2024-05-08,2024-12-31,0,0,0,1,1,0.6666666666666666,4.0,4.0,996195.58,968947.82,628522.82,138463.5,2567993.81,2,1,0,5,3,254420.76,25.9,92,0,0,0,True,2024-01-01,2024-12-31,ICICI Bank,Savings,2024-12-31,0.0273518178026849,0.2553923798778549,0.6309231165229623,1,0,3000289,11875781.94,Business - Partnership,"Bhakta, Samra and Gade",CAT-D Unrated,1,1,Vehicle Purchase,16427544.88,48,0.5813,575282.67,0,0.0,0.6456,26942706.72,2020-10-28,Withdrawn,Rule Engine v3,2024-12-31,-8.39,0,10879582.36,11762398.57,Verified - Positive,3.0,0,0,1,1.0915659762513163,0.9904525554129534,11875781.94,1.3832811147086457
1000293,2000293,PL,21019817.58,18.1,240,DSA,0,62,978059.49,21191288.95,16,36,36,0.4444444444444444,1,0,36,0.0,0,1,0,Experian,754.0,Experian v4,6,2,2,0,13958273.67,4659972.11,12.9,7,9,0,3,0,176,0,0,0,2024-01-24,2024-12-31,0,0,0,1,1,0.3333333333333333,1.5,5.0,563737.28,666103.36,279997.28,95208.12,5258854.06,0,3,1,0,0,219273.87,28.57,13,1,0,0,True,2024-01-01,2024-12-31,HDFC Bank,Current,2024-12-31,-0.1815847268429719,0.38896464324658464,0.4966804395125332,0,0,3000293,8060422.15,Self Employed Non-Professional,"Kulkarni, Nair and Narain",CAT-C SME,18,0,Medical Emergency,15412424.54,120,0.2741,184113.48,0,305697.49,0.8141,22814221.15,2024-01-11,Credit Declined,Hybrid Model v1,2024-12-31,-23.44,1,6170875.17,7449392.13,Verified with Discrepancy,4.0,0,0,0,1.3062040517666151,0.9241937942419057,8060422.15,1.9121113327792638
